Ingrediente,Quantita,Unita_di_misura,Nome_Piatto,,,,
 Carote,100.0,g,Jambalaya,,,,
 Cipolle,100.0,g,Jambalaya,,,,
 Sedano,50.0,g,Jambalaya,,,,
 Sale grosso,2.0,cucchiai,Jambalaya,,,,
 Pepe giamaicano in grani,2.0,cucchiai,Jambalaya,,,,
 Tofu,200.0,g,Poke bowl vegetariano,,,,
 Salsa di soia,3.0,cucchiai,Poke bowl vegetariano,,,,
 Succo di lime,0.5,Met� dell'ingrediente,Poke bowl vegetariano,,,,
 Peperoncino fresco,1.0,pezzi,Poke bowl vegetariano,,,,
 Semi di sesamo,1.0,cucchiaio,Poke bowl vegetariano,,,,
 Sale delle Hawaii rosso,1.0,pizzico,Poke bowl vegetariano,,,,
 Riso vialone nano,320.0,g,Poke bowl vegetariano,,,,
 Zucchine,200.0,g,Poke bowl vegetariano,,,,
 Peperoni,100.0,g,Poke bowl vegetariano,,,,
 Carote,120.0,g,Poke bowl vegetariano,,,,
 Olio di sesamo,-1.0,n.a.,Poke bowl vegetariano,,,,
 Ravanelli,2.0,pezzi,Poke bowl vegetariano,,,,
 Cipolle rosse dolci,0.5,Met� dell'ingrediente,Poke bowl vegetariano,,,,
 Mango,1.0,pezzi,Poke bowl vegetariano,,,,
 Avocado hass,2.0,pezzi,Poke bowl vegetariano,,,,
 Gherigli di noci,40.0,g,Poke bowl vegetariano,,,,
 Sale delle Hawaii rosso,-1.0,n.a.,Poke bowl vegetariano,,,,
 Semi di sesamo misti,1.0,cucchiaio,Poke bowl vegetariano,,,,
 Pomodorini colorati,-1.0,n.a.,Poke bowl vegetariano,,,,
 Succo di lime,-1.0,n.a.,Poke bowl vegetariano,,,,
 Piadine,4.0,pezzi,Piadina con crudo. brie. insalata e salsa cocktail,,,,
 Prosciutto crudo,250.0,g,Piadina con crudo. brie. insalata e salsa cocktail,,,,
 Brie,200.0,g,Piadina con crudo. brie. insalata e salsa cocktail,,,,
 Insalata,100.0,g,Piadina con crudo. brie. insalata e salsa cocktail,,,,
 Salsa cocktail,80.0,g,Piadina con crudo. brie. insalata e salsa cocktail,,,,
 Pollo arrosto,800.0,g,Sandwich di pollo,,,,
 Pane bianco in cassetta,12.0,fette,Sandwich di pollo,,,,
 Bacon,12.0,fette,Sandwich di pollo,,,,
 Lattuga iceberg piccolo cespo,1.0,pezzi,Sandwich di pollo,,,,
 Pomodori ramati,2.0,pezzi,Sandwich di pollo,,,,
 Cipolle rosse,2.0,pezzi,Sandwich di pollo,,,,
 Maionese,200.0,g,Sandwich di pollo,,,,
 Cajun,4.0,cucchiaini,Sandwich di pollo,,,,
 Concentrato di pomodoro,1.0,cucchiaio,Sandwich di pollo,,,,
 Burro,-1.0,n.a.,Sandwich di pollo,,,,
 Farina Manitoba,125.0,g,Pita con hummus di pomodori secchi,,,,
 Farina 00,125.0,g,Pita con hummus di pomodori secchi,,,,
 Acqua tiepida,150.0,g,Pita con hummus di pomodori secchi,,,,
 Olio extravergine d'oliva,15.0,g,Pita con hummus di pomodori secchi,,,,
 Malto,6.0,g,Pita con hummus di pomodori secchi,,,,
 Sale fino,6.0,g,Pita con hummus di pomodori secchi,,,,
 Lievito di birra secco,3.0,g,Pita con hummus di pomodori secchi,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Pita con hummus di pomodori secchi,,,,
 Acqua,-1.0,n.a.,Pita con hummus di pomodori secchi,,,,
 Pomodori secchi sott'olio,150.0,g,Pita con hummus di pomodori secchi,,,,
 Ceci precotti,100.0,g,Pita con hummus di pomodori secchi,,,,
 Tahina,12.0,g,Pita con hummus di pomodori secchi,,,,
 Olio extravergine d'oliva,20.0,g,Pita con hummus di pomodori secchi,,,,
 Coriandolo,-1.0,n.a.,Pita con hummus di pomodori secchi,,,,
 Sale fino,-1.0,n.a.,Pita con hummus di pomodori secchi,,,,
 Pepe nero,-1.0,n.a.,Pita con hummus di pomodori secchi,,,,
 Peperoncino fresco rosso,1.0,pezzi,Pita con hummus di pomodori secchi,,,,
 Rucola,-1.0,n.a.,Pita con hummus di pomodori secchi,,,,
 Riso per sushi,200.0,g,Sushi vegetariano,,,,
 Avocado,80.0,g,Sushi vegetariano,,,,
 Acqua,300.0,g,Sushi vegetariano,,,,
 Barbabietole precotte (gi� pelate),100.0,g,Sushi vegetariano,,,,
 Cetrioli,150.0,g,Sushi vegetariano,,,,
 Radicchio,20.0,g,Sushi vegetariano,,,,
 Alga nori,1.0,foglia,Sushi vegetariano,,,,
 Aceto di riso,25.0,g,Sushi vegetariano,,,,
 Farina 0,250.0,g,Tigelle crudo e crescenza,,,,
 Farina 00,500.0,g,Tigelle crudo e crescenza,,,,
 Latte intero,300.0,g,Tigelle crudo e crescenza,,,,
 Acqua,200.0,g,Tigelle crudo e crescenza,,,,
 Strutto,60.0,g,Tigelle crudo e crescenza,,,,
 Olio extravergine d'oliva,50.0,g,Tigelle crudo e crescenza,,,,
 Lievito di birra secco (o fresco 11 g),3.0,g,Tigelle crudo e crescenza,,,,
 Sale fino,0.5,Met� dell'ingrediente,Tigelle crudo e crescenza,,,,
 Crescenza,300.0,g,Tigelle crudo e crescenza,,,,
 Prosciutto crudo,200.0,g,Tigelle crudo e crescenza,,,,
 Gamberi,400.0,g,One-pot quinoa,,,,
 Quinoa,200.0,g,One-pot quinoa,,,,
 Cipollotto fresco,60.0,g,One-pot quinoa,,,,
 Sedano,50.0,g,One-pot quinoa,,,,
 Fumetto di crostacei,500.0,g,One-pot quinoa,,,,
 Paprika affumicata dolce,0.5,Met� dell'ingrediente,One-pot quinoa,,,,
 Aglio,1.0,spicchio,One-pot quinoa,,,,
 Burro,30.0,g,One-pot quinoa,,,,
 Vino bianco,50.0,g,One-pot quinoa,,,,
 Porri,40.0,g,One-pot quinoa,,,,
 Prezzemolo,5.0,ciuffi,One-pot quinoa,,,,
 Cipolle dorate,40.0,g,One-pot quinoa,,,,
 Pepe nero in grani,5.0,pezzi,One-pot quinoa,,,,
 Acqua,1.0,l,One-pot quinoa,,,,
 Olio extravergine d'oliva,30.0,g,One-pot quinoa,,,,
 Prezzemolo,3.0,ciuffi,One-pot quinoa,,,,
 Lonza di maiale,500.0,g,Sandwich cubano,,,,
 Limoni,1.0,pezzi,Sandwich cubano,,,,
 Arance,1.0,pezzi,Sandwich cubano,,,,
 Aglio rosso,2.0,spicchi,Sandwich cubano,,,,
 Coriandolo (fresco),15.0,g,Sandwich cubano,,,,
 Cumino,1.0,pizzico,Sandwich cubano,,,,
 Olio extravergine d'oliva,100.0,g,Sandwich cubano,,,,
 Sale grosso,10.0,g,Sandwich cubano,,,,
 Pepe nero in grani,2.0,g,Sandwich cubano,,,,
 Baguette,2.0,pezzi,Sandwich cubano,,,,
 Burro,100.0,g,Sandwich cubano,,,,
 Senape gialla,50.0,g,Sandwich cubano,,,,
 Cetriolini sottaceto grandi,6.0,pezzi,Sandwich cubano,,,,
 Prosciutto cotto (a fette),200.0,g,Sandwich cubano,,,,
 Edamer (a fette),200.0,g,Sandwich cubano,,,,
 Scorze di fave,400.0,g,Burger di fave,,,,
 Pecorino romano grattugiato,80.0,g,Burger di fave,,,,
 Pane ai cereali,170.0,g,Burger di fave,,,,
 Uova,1.0,pezzi,Burger di fave,,,,
 Menta,-1.0,n.a.,Burger di fave,,,,
 Sale fino,-1.0,n.a.,Burger di fave,,,,
 Pepe nero,-1.0,n.a.,Burger di fave,,,,
 Pangrattato,-1.0,n.a.,Burger di fave,,,,
 Fave sgranate,300.0,g,Burger di fave,,,,
 Olio extravergine d'oliva,30.0,g,Burger di fave,,,,
 Succo di limone,0.5,Met� dell'ingrediente,Burger di fave,,,,
 Aglio,1.0,spicchio,Burger di fave,,,,
 Sale fino,-1.0,n.a.,Burger di fave,,,,
 Pepe nero,-1.0,n.a.,Burger di fave,,,,
 Insalata mista,-1.0,n.a.,Burger di fave,,,,
 Pecorino toscano semi stagionato,200.0,g,Burger di fave,,,,
 Panini ai cereali piccoli,8.0,pezzi,Burger di fave,,,,
 Ortiche,400.0,g,Frittata di ortiche,,,,
 Uova,5.0,pezzi,Frittata di ortiche,,,,
 Burro,40.0,g,Frittata di ortiche,,,,
 Parmigiano Reggiano DOP da grattugiare,40.0,g,Frittata di ortiche,,,,
 Sale fino,-1.0,n.a.,Frittata di ortiche,,,,
 Pepe nero,-1.0,n.a.,Frittata di ortiche,,,,
 Petto di pollo,700.0,g,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Pancetta affumicata a cubetti,100.0,g,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Peperoni rossi,1.0,pezzi,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Peperoni gialli,1.0,pezzi,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Cipollotto fresco,4.0,pezzi,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Sale fino,1.0,pizzico,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Pepe nero,-1.0,n.a.,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Lime,1.0,pezzi,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Paprika dolce,0.5,Met� dell'ingrediente,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Peperoncino in polvere ,0.5,Met� dell'ingrediente,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Prezzemolo da tritare,-1.0,n.a.,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Tortillas,8.0,pezzi,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Formaggio,200.0,g,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Panna acida,-1.0,n.a.,Fajitas di pollo e cubetti di pancetta affumicata,,,,
 Manzo testina,300.0,g,Bollito misto alla Piemontese,,,,
 Manzo scaramella,300.0,g,Bollito misto alla Piemontese,,,,
 Manzo tenerone,300.0,g,Bollito misto alla Piemontese,,,,
 Manzo lingua,200.0,g,Bollito misto alla Piemontese,,,,
 Manzo coda,300.0,g,Bollito misto alla Piemontese,,,,
 Cappone,1.0,pezzi,Bollito misto alla Piemontese,,,,
 Cotechino,1.0,pezzi,Bollito misto alla Piemontese,,,,
 Carote,4.0,pezzi,Bollito misto alla Piemontese,,,,
 Cipolle,3.0,pezzi,Bollito misto alla Piemontese,,,,
 Sedano,4.0,coste,Bollito misto alla Piemontese,,,,
 Prezzemolo,1.0,ciuffo,Bollito misto alla Piemontese,,,,
 Pepe nero,-1.0,n.a.,Bollito misto alla Piemontese,,,,
 Aglio,3.0,spicchi,Bollito misto alla Piemontese,,,,
 Chiodi di garofano,3.0,pezzi,Bollito misto alla Piemontese,,,,
 Caciocavallo silano (a fette),350.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Cipolle rosse di Tropea,300.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Vino rosso,20.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Zucchero,0.5,Met� dell'ingrediente,Torta salata alla cipolla di Tropea e Silano,,,,
 Acqua (ghiacciata),70.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Burro,100.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Farina 00,200.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Latte intero,500.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Cipolle rosse di Tropea,80.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Farina 00,50.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Olio extravergine d'oliva,50.0,g,Torta salata alla cipolla di Tropea e Silano,,,,
 Noce moscata (da grattugiare),-1.0,n.a.,Torta salata alla cipolla di Tropea e Silano,,,,
 Sale fino,-1.0,n.a.,Torta salata alla cipolla di Tropea e Silano,,,,
 Pepe nero,-1.0,n.a.,Torta salata alla cipolla di Tropea e Silano,,,,
 Pomodori cuore di bue,6.0,pezzi,Pomodori ripieni di carne,,,,
 Vitello macinato,200.0,g,Pomodori ripieni di carne,,,,
 Carote,100.0,g,Pomodori ripieni di carne,,,,
 Porri,80.0,g,Pomodori ripieni di carne,,,,
 Vino bianco,50.0,g,Pomodori ripieni di carne,,,,
 Olio extravergine d'oliva,50.0,g,Pomodori ripieni di carne,,,,
 Origano secco,-1.0,n.a.,Pomodori ripieni di carne,,,,
 Sale fino,-1.0,n.a.,Pomodori ripieni di carne,,,,
 Pepe nero,-1.0,n.a.,Pomodori ripieni di carne,,,,
 Patate,2.0,kg,Gatt� di patate con soppressata e provola affumicata,,,,
 Soppressata,250.0,g,Gatt� di patate con soppressata e provola affumicata,,,,
 Provola affumicata,250.0,g,Gatt� di patate con soppressata e provola affumicata,,,,
 Uova (medie),4.0,pezzi,Gatt� di patate con soppressata e provola affumicata,,,,
 Grana Padano DOP (da grattugiare),100.0,g,Gatt� di patate con soppressata e provola affumicata,,,,
 Burro,20.0,g,Gatt� di patate con soppressata e provola affumicata,,,,
 Sale fino,-1.0,n.a.,Gatt� di patate con soppressata e provola affumicata,,,,
 Pepe nero,-1.0,n.a.,Gatt� di patate con soppressata e provola affumicata,,,,
 Pangrattato,-1.0,n.a.,Gatt� di patate con soppressata e provola affumicata,,,,
 Burro,-1.0,n.a.,Gatt� di patate con soppressata e provola affumicata,,,,
 Petto di pollo,450.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Uova (medie),2.0,pezzi,Insalata di pollo croccante con vinaigrette,,,,
 Pangrattato (per la panatura),100.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Olio di semi (per friggere),300.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Insalata misticanza,200.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Carote,300.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Cetrioli,300.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Pomodori cuore di bue,400.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Olio extravergine d'oliva,30.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Sale fino,-1.0,n.a.,Insalata di pollo croccante con vinaigrette,,,,
 Olio extravergine d'oliva,120.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Aceto di vino bianco,40.0,g,Insalata di pollo croccante con vinaigrette,,,,
 Sale fino,-1.0,n.a.,Insalata di pollo croccante con vinaigrette,,,,
 Pepe nero,-1.0,n.a.,Insalata di pollo croccante con vinaigrette,,,,
 Fregola,400.0,pezzi,Paella algherese,,,,
 Salsiccia,200.0,g,Paella algherese,,,,
 Petto di pollo,300.0,g,Paella algherese,,,,
 Cozze,500.0,g,Paella algherese,,,,
 Calamari,200.0,g,Paella algherese,,,,
 Gamberoni,300.0,g,Paella algherese,,,,
 Cipolle bianche,1.0,pezzi,Paella algherese,,,,
 Peperoni gialli,150.0,g,Paella algherese,,,,
 Pomodori ramati,400.0,g,Paella algherese,,,,
 Zafferano,1.0,bustina,Paella algherese,,,,
 Sale fino,-1.0,n.a.,Paella algherese,,,,
 Pepe nero,-1.0,n.a.,Paella algherese,,,,
 Bottarga di muggine,40.0,g,Paella algherese,,,,
 Olio extravergine d'oliva,5.0,cucchiai,Paella algherese,,,,
 Pisellini,200.0,g,Paella algherese,,,,
 Farina di mais integrale per polenta istantanea,185.0,g,Quiche di polenta,,,,
 Acqua,750.0,g,Quiche di polenta,,,,
 Sale grosso,-1.0,n.a.,Quiche di polenta,,,,
 Olio extravergine d'oliva circa,40.0,g,Quiche di polenta,,,,
 Biete,120.0,g,Quiche di polenta,,,,
 Funghi champignon,130.0,g,Quiche di polenta,,,,
 Panna fresca liquida,250.0,g,Quiche di polenta,,,,
 Uova (medie),3.0,pezzi,Quiche di polenta,,,,
 Parmigiano Reggiano DOP (da grattugiare),50.0,g,Quiche di polenta,,,,
 Farro perlato,200.0,g,Farro tiepido con pollo al miele,,,,
 Petto di pollo,400.0,g,Farro tiepido con pollo al miele,,,,
 Miele millefiori,100.0,g,Farro tiepido con pollo al miele,,,,
 Olio extravergine d'oliva,20.0,g,Farro tiepido con pollo al miele,,,,
 Timo,-1.0,n.a.,Farro tiepido con pollo al miele,,,,
 Sale fino,-1.0,n.a.,Farro tiepido con pollo al miele,,,,
 Pepe nero,-1.0,n.a.,Farro tiepido con pollo al miele,,,,
 Basilico,20.0,g,Farro tiepido con pollo al miele,,,,
 Olio extravergine d'oliva,70.0,g,Farro tiepido con pollo al miele,,,,
 Scorza di limone,-1.0,n.a.,Farro tiepido con pollo al miele,,,,
 Sale fino,-1.0,n.a.,Farro tiepido con pollo al miele,,,,
 Pepe nero,-1.0,n.a.,Farro tiepido con pollo al miele,,,,
 Peperoncino verde piccante,6.0,pezzi,Curry verde Thai ,,,,
 Scalogno,1.0,pezzi,Curry verde Thai ,,,,
 Sale fino,0.5,Met� dell'ingrediente,Curry verde Thai ,,,,
 Semi di coriandolo,0.5,Met� dell'ingrediente,Curry verde Thai ,,,,
 Semi di cumino,0.5,Met� dell'ingrediente,Curry verde Thai ,,,,
 Aglio,2.0,spicchi,Curry verde Thai ,,,,
 Lemongrass (citronella),2.0,pezzi,Curry verde Thai ,,,,
 Lime (Kaffir lime),3.0,foglie,Curry verde Thai ,,,,
 Manzo scamone,400.0,g,Curry verde Thai ,,,,
 Melanzane lunga,1.0,pezzi,Curry verde Thai ,,,,
 Fagiolini,150.0,g,Curry verde Thai ,,,,
 Aglio,1.0,spicchio,Curry verde Thai ,,,,
 Zucchero,0.5,Met� dell'ingrediente,Curry verde Thai ,,,,
 Latte di cocco,600.0,g,Curry verde Thai ,,,,
 Acqua,300.0,ml,Curry verde Thai ,,,,
 Olio di semi di girasole,2.0,cucchiai,Curry verde Thai ,,,,
 Peperoncino fresco,1.0,pezzi,Curry verde Thai ,,,,
 Coriandolo,1.0,ciuffo,Curry verde Thai ,,,,
 Salsa di soia (o di pesce Thai),2.0,cucchiai,Curry verde Thai ,,,,
 Cipolle,1.0,pezzi,Curry verde Thai ,,,,
 Zucchine,400.0,g,Carpaccio di zucchine con tonno,,,,
 Tonno sott'olio sgocciolato,300.0,g,Carpaccio di zucchine con tonno,,,,
 Mozzarelline ciliegine,150.0,g,Carpaccio di zucchine con tonno,,,,
 Pomodorini ciliegino,150.0,g,Carpaccio di zucchine con tonno,,,,
 Succo di limone,60.0,g,Carpaccio di zucchine con tonno,,,,
 Olio extravergine d'oliva,60.0,g,Carpaccio di zucchine con tonno,,,,
 Scorza di limone,0.5,Met� dell'ingrediente,Carpaccio di zucchine con tonno,,,,
 Prezzemolo,-1.0,n.a.,Carpaccio di zucchine con tonno,,,,
 Menta,-1.0,n.a.,Carpaccio di zucchine con tonno,,,,
 Sale fino,-1.0,n.a.,Carpaccio di zucchine con tonno,,,,
 Pepe nero,-1.0,n.a.,Carpaccio di zucchine con tonno,,,,
 Mix di farine senza glutine (mix universale),400.0,g,Piadina senza glutine,,,,
 Acqua,200.0,g,Piadina senza glutine,,,,
 Olio extravergine d'oliva,40.0,g,Piadina senza glutine,,,,
 Sale fino,30.0,g,Piadina senza glutine,,,,
 Bicarbonato,10.0,g,Piadina senza glutine,,,,
 rumine e omaso centupezzi),600.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Origano,1.0,rametto,Morzello (Morzeddhu alla Catanzarisi),,,,
 Peperoncino fresco,1.0,pezzi,Morzello (Morzeddhu alla Catanzarisi),,,,
 Olio extravergine d'oliva,1.0,cucchiaio,Morzello (Morzeddhu alla Catanzarisi),,,,
 Sale fino,-1.0,n.a.,Morzello (Morzeddhu alla Catanzarisi),,,,
 Vitello trachea,180.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Vitello grasso,160.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Vitello cuore,400.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Vitello polmoni,400.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Vitello pancia,230.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Vitello milza,300.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Concentrato di pomodoro,400.0,g,Morzello (Morzeddhu alla Catanzarisi),,,,
 Acqua,5.0,l,Morzello (Morzeddhu alla Catanzarisi),,,,
 Alloro,1.0,foglia,Morzello (Morzeddhu alla Catanzarisi),,,,
 Petto di pollo (100% italiano),300.0,g,McChicken Saporito,,,,
 Bacon,4.0,fette,McChicken Saporito,,,,
 Pomodori ramati,1.0,pezzi,McChicken Saporito,,,,
 4 fettine),80.0,g,McChicken Saporito,,,,
 Panini da hamburger con semi,4.0,pezzi,McChicken Saporito,,,,
 Farina 00,200.0,g,McChicken Saporito,,,,
 Acqua,330.0,g,McChicken Saporito,,,,
 Birra chiara,50.0,g,McChicken Saporito,,,,
 Scorza di limone,1.0,pezzi,McChicken Saporito,,,,
 Sale fino,10.0,g,McChicken Saporito,,,,
 Maggiorana secca,-1.0,n.a.,McChicken Saporito,,,,
 Timo secco,-1.0,n.a.,McChicken Saporito,,,,
 Pepe bianco,-1.0,n.a.,McChicken Saporito,,,,
 Semola di grano duro,-1.0,n.a.,McChicken Saporito,,,,
 macinato grossolanamente,500.0,g,McChicken Saporito,,,,
 Olio di semi di girasole,-1.0,n.a.,McChicken Saporito,,,,
 Tuorli,1.0,pezzi,McChicken Saporito,,,,
 Aceto di vino bianco,10.0,g,McChicken Saporito,,,,
 Olio di semi di girasole,220.0,g,McChicken Saporito,,,,
 Sale fino,10.0,g,McChicken Saporito,,,,
 Senape in grani,5.0,g,McChicken Saporito,,,,
 Arance bionde,5.0,pezzi,Salmone agli agrumi con riso pilaf,,,,
 Limoni di Sorrento,2.0,pezzi,Salmone agli agrumi con riso pilaf,,,,
 Cipollotto fresco,3.0,pezzi,Salmone agli agrumi con riso pilaf,,,,
 Miele di acacia,10.0,g,Salmone agli agrumi con riso pilaf,,,,
 Burro,50.0,g,Salmone agli agrumi con riso pilaf,,,,
 Zenzero fresco,-1.0,n.a.,Salmone agli agrumi con riso pilaf,,,,
 Sale fino,-1.0,n.a.,Salmone agli agrumi con riso pilaf,,,,
 Riso Basmati,200.0,g,Salmone agli agrumi con riso pilaf,,,,
 Acqua,500.0,ml,Salmone agli agrumi con riso pilaf,,,,
 Olio extravergine d'oliva,10.0,g,Salmone agli agrumi con riso pilaf,,,,
 Sale grosso,1.0,pizzico,Salmone agli agrumi con riso pilaf,,,,
 Baccal� sotto sale,400.0,g,Bacalhau � Braz,,,,
 Patate,500.0,g,Bacalhau � Braz,,,,
 Latte intero,600.0,ml,Bacalhau � Braz,,,,
 Cipolle bianche,3.0,pezzi,Bacalhau � Braz,,,,
 Olive nere denocciolate,-1.0,n.a.,Bacalhau � Braz,,,,
 Uova,4.0,pezzi,Bacalhau � Braz,,,,
 Aglio,1.0,spicchio,Bacalhau � Braz,,,,
 Prezzemolo,1.0,rametto,Bacalhau � Braz,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Bacalhau � Braz,,,,
 Sale fino,-1.0,n.a.,Bacalhau � Braz,,,,
 Pepe nero,-1.0,n.a.,Bacalhau � Braz,,,,
 Olio di semi di arachide,-1.0,n.a.,Bacalhau � Braz,,,,
 Salsiccia,650.0,g,Polenta con salsiccia e formaggio,,,,
 Passata di pomodoro,400.0,g,Polenta con salsiccia e formaggio,,,,
 Concentrato di pomodoro,1.0,cucchiaio,Polenta con salsiccia e formaggio,,,,
 Vino rosso,20.0,g,Polenta con salsiccia e formaggio,,,,
 Olio extravergine d'oliva,20.0,g,Polenta con salsiccia e formaggio,,,,
 Pepe nero,-1.0,n.a.,Polenta con salsiccia e formaggio,,,,
 Farina di mais bramata,500.0,g,Polenta con salsiccia e formaggio,,,,
 Fontina,200.0,g,Polenta con salsiccia e formaggio,,,,
 Toma,200.0,g,Polenta con salsiccia e formaggio,,,,
 Acqua,2.0,l,Polenta con salsiccia e formaggio,,,,
 Grana Padano DOP da grattugiare,4.0,cucchiai,Polenta con salsiccia e formaggio,,,,
 Olio extravergine d'oliva,-1.0,n.a.,Polenta con salsiccia e formaggio,,,,
 Sale fino,-1.0,n.a.,Polenta con salsiccia e formaggio,,,,
 Cetriolini sottaceto,8.0,pezzi,Raclette,,,,
 Pane,8.0,fette,Raclette,,,,
 Funghi champignon,150.0,g,Raclette,,,,
 Prosciutto crudo,8.0,fette,Raclette,,,,
 Prosciutto cotto,8.0,fette,Raclette,,,,
 Salame,12.0,fette,Raclette,,,,
 Patate,720.0,g,Raclette,,,,
 Raclette a fette,160.0,g,Raclette,,,,
 Petto di pollo,250.0,g,Raclette,,,,
 Pancetta affumicata,8.0,fette,Raclette,,,,
 Peperoni rossi,200.0,g,Raclette,,,,
 Peperoni gialli,200.0,g,Raclette,,,,
 Zucchine,200.0,g,Raclette,,,,
 Formaggio fresco spalmabile,240.0,g,Rotolo di crespelle con zucchine,,,,
 Zucchine,3.0,pezzi,Rotolo di crespelle con zucchine,,,,
 Emmentaler da grattugiare,100.0,g,Rotolo di crespelle con zucchine,,,,
 Grana Padano DOP,40.0,g,Rotolo di crespelle con zucchine,,,,
 Uova,1.0,pezzi,Rotolo di crespelle con zucchine,,,,
 Burro,20.0,g,Rotolo di crespelle con zucchine,,,,
 Sale,-1.0,n.a.,Rotolo di crespelle con zucchine,,,,
 Pepe,-1.0,n.a.,Rotolo di crespelle con zucchine,,,,
 Farina 00,20.0,g,Rotolo di crespelle con zucchine,,,,
 Latte,200.0,ml,Rotolo di crespelle con zucchine,,,,
 Burro,20.0,g,Rotolo di crespelle con zucchine,,,,
 Noce moscata,-1.0,n.a.,Rotolo di crespelle con zucchine,,,,
 Sale,-1.0,n.a.,Rotolo di crespelle con zucchine,,,,
 Uova,2.0,pezzi,Rotolo di crespelle con zucchine,,,,
 Farina 00,100.0,g,Rotolo di crespelle con zucchine,,,,
